1023000::常识与通识::阿城::作家出版社::11.00::https://img3.doubanio.com/lpic/s1015841.jpg::阿城|随笔|杂文|常识与通识|文化|中国|中国文学|散文
5401989::自由在高处::熊培云::新星出版社::30.00元::https://img3.doubanio.com/lpic/s6336700.jpg::熊培云|社会|杂文|随笔|自由在高处|自由&民主|人文（文化+社科+教育）|社会学
1082578::理想国与哲人王::王小波::陕西师范大学出版社::14.00元::https://img3.doubanio.com/lpic/s6845810.jpg::王小波|杂文|理想国与哲人王|黑色幽默|中国文学|随笔|中国|文学
1027247::丑陋的中国人::柏杨::古吴轩出版社::23.80元::https://img1.doubanio.com/lpic/s1135887.jpg::柏杨|丑陋的中国人|杂文|社会|人性|中国|文化|中国文学
1073349::写在人生边上 人生边上的边上 石语::钱锺书::生活·读书·新知三联书店::27.00元::https://img5.doubanio.com/lpic/s1236356.jpg::钱钟书|写在人生边上|散文|随笔|中国文学|钱锺书|文学|杂文
1059040::雅舍小品::梁实秋::文化艺术出版社::28.80元::https://img3.doubanio.com/lpic/s1088791.jpg::梁实秋|散文|雅舍小品|中国文学|随笔|杂文|文学|幽默
3071717::爱你就像爱生命::王小波,李银河::上海锦绣文章出版社::18.00元::https://img3.doubanio.com/lpic/s4661043.jpg::王小波|爱你就像爱生命|李银河|书信集|爱情|情书|中国文学|散文
1418686::红拂夜奔::王小波::江苏文艺出版社::28.00元::https://img3.doubanio.com/lpic/s26384792.jpg::王小波|红拂夜奔|小说|中国文学|幽默|当代文学|中国|文学
1085883::青铜时代::王小波::花城出版社::29.00元::https://img3.doubanio.com/lpic/s1072541.jpg::王小波|青铜时代|小说|中国文学|当代|中国|经典|文学
3518332::绿毛水怪::王小波::时代文艺出版社::30.00元::https://img3.doubanio.com/lpic/s3675595.jpg::王小波|小说|绿毛水怪|中国文学|浪漫的灵魂|中国|经典|文学
1807769::假如你愿意你就恋爱吧::王小波::陕西师范大学出版社::18.00元::https://img3.doubanio.com/lpic/s1773454.jpg::王小波|假如你愿意你就恋爱吧|爱情|书信|情书|李银河|中国文学|文学
1082150::白银时代::王小波::花城出版社::10.00元::https://img3.doubanio.com/lpic/s1072540.jpg::王小波|小说|白银时代|中国文学|当代|中国|文学|经典
3264642::似水流年::王小波::上海锦绣文章出版社::20.00元::https://img3.doubanio.com/lpic/s3324654.jpg::王小波|似水流年|小说|中国文学|王二|中国|文学|无赖的书
1763806::万寿寺::王小波::北方文艺出版社::19.80元::https://img1.doubanio.com/lpic/s10033929.jpg::王小波|小说|万寿寺|中国文学|中国|文学|思维乐趣|非常作品
3264665::三十而立::王小波::上海锦绣文章出版社::20.00元::https://img1.doubanio.com/lpic/s3463069.jpg::王小波|小说|中国文学|三十而立|王二|中国|文学|當代文學
1082577::黑铁时代::王小波::陕西师范大学出版社::28.00元::https://img1.doubanio.com/lpic/s3939917.jpg::王小波|小说|黑铁时代|中国文学|黑色幽默|中国|中国当代文学|文学
1096790::黑铁时代::王小波::中国青年出版社::24.00元::https://img3.doubanio.com/lpic/s23719635.jpg::王小波|黑铁时代|小说|中国文学|文学|中国|当代|王二
1812895::东宫·西宫::王小波,李银河::陕西师范大学出版社::20.00元::https://img1.doubanio.com/lpic/s10045629.jpg::王小波|东宫西宫|同性恋|剧本|李银河|社会学|小说|中国文学
1777932::寻找无双·东宫西宫::王小波::北方文艺出版社::18.80元::https://img1.doubanio.com/lpic/s1649067.jpg::王小波|小说|寻找无双|中国文学|中国|当代文学|王二|文学
1007914::窗边的小豆豆::[日] 黑柳彻子 著,岩崎千弘 图::南海出版公司::20.00元::https://img3.doubanio.com/lpic/s1067911.jpg::窗边的小豆豆|黑柳彻子|日本|儿童文学|教育|童年|日本文学|小说
